Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R5","470R","SMD-0805",36.9900,17.5200,180.0000,bottom
"R6","10M","SMD-0805",6.8275,21.3300,180.0000,bottom
"R7","10k","SMD-0805",15.4000,30.8550,-90.0000,bottom
"R8","1k","SMD-0805",17.9400,30.9185,90.0000,bottom
"R9","4k7","SMD-0805",17.9400,27.3625,90.0000,bottom
"R10","1k","SMD-0805",24.7980,27.4895,90.0000,bottom
"R11","4k7","SMD-0805",24.7980,23.8065,90.0000,bottom
"R12","10k","SMD-0805",42.7050,24.5050,90.0000,bottom
"R13","2k2","SMD-0805",40.5460,27.9340,0.0000,bottom
"R15","4k7","SMD-0805",26.9875,38.1000,0.0000,bottom
"R19","4k7","SMD-0805",23.1775,38.1000,0.0000,bottom
"R20","10k","SMD-0805",77.1525,28.3210,0.0000,bottom
"R21","10k","SMD-0805",76.2000,25.9080,0.0000,bottom
"R22","4k7","SMD-0805",19.3675,38.1000,0.0000,bottom
"R23","10k","SMD-0805",50.6095,30.9880,0.0000,bottom
"R24","-","SMD-0805",81.5340,23.3680,0.0000,bottom
"R25","-","SMD-0805",67.6275,19.0500,0.0000,bottom
"R27","-","SMD-0805",67.6275,21.0820,0.0000,bottom
"R28","0R","SMD-0805",70.7390,16.2560,0.0000,bottom
"U1","OPA2314","SOIC-8_3.9x4.9mm_Pitch1.27mm",10.3200,27.6800,0.0000,bottom
"U2","OPA2314","SOIC-8_3.9x4.9mm_Pitch1.27mm",32.6720,25.6480,0.0000,bottom
"U3","ISL21080DIH312Z-TK  1V25","SOT-23",15.4160,19.5520,0.0000,bottom
"U4","TS7211","SOT-23-5_HandSoldering",38.7680,33.5220,90.0000,bottom
"U5","TS5A4594","SOT-23-5_HandSoldering",41.4350,20.6950,0.0000,bottom
"U6","TPS613221ADBV","SOT-23-5",66.0830,13.1470,180.0000,bottom
"U8","TPS613222ADBV","SOT-23-5",60.5790,17.2720,180.0000,bottom
"U10","ATMEGA1284P-AU","TQFP-44_10x10mm_P0.8mm",63.2500,30.6400,0.0000,bottom
"U11","PCF85263A","TSSOP-10_3x3mm_Pitch0.5mm",72.3900,23.8760,90.0000,bottom
