Ref,Val,Package,PosX,PosY,Rot,Side
"C44","100nF","C_0603_1608Metric",162.0183,-90.1069,90.0000,bottom
"C45","100nF","C_0603_1608Metric",169.1303,-107.1119,90.0000,bottom
"C46","100nF","C_0603_1608Metric",171.6703,-101.7909,-90.0000,bottom
"C47","100nF","C_0603_1608Metric",171.1623,-92.3929,0.0000,bottom
"C48","100nF","C_0603_1608Metric",178.0203,-105.8549,-90.0000,bottom
"C49","10uF","C_0603_1608Metric",163.2883,-100.7749,180.0000,bottom
"C50","10uF","C_0603_1608Metric",175.7343,-84.2519,90.0000,bottom
"C51","100nF","C_0603_1608Metric",164.5583,-103.5689,-90.0000,bottom
"C53","10uF","C_0603_1608Metric",113.9107,-86.0559,-90.0000,bottom
"C54","100nF","C_0603_1608Metric",177.2583,-92.1389,0.0000,bottom
"C55","10uF","C_0603_1608Metric",116.1967,-107.9377,0.0000,bottom
"C56","10uF","C_0603_1608Metric",128.9475,-112.1541,-90.0000,bottom
"C57","10uF","C_0603_1608Metric",130.7763,-112.1541,-90.0000,bottom
"C58","10uF","C_0603_1608Metric",112.8947,-109.8173,180.0000,bottom
"C59","100nF","C_0603_1608Metric",110.2531,-87.0081,-90.0000,bottom
"C60","100nF","C_0603_1608Metric",163.7963,-95.1869,-90.0000,bottom
"D1","BZX585-B5V6.115","D_SOD-523",173.9563,-93.6629,90.0000,bottom
"D2","S2744-09","HAMAMATSU_S2744-09",111.6323,-115.6469,-90.0000,top
"D3","YELLOW","LED_1206_3216Metric",168.0263,-119.3169,-90.0000,top
"D4","YELLOW","LED_1206_3216Metric",163.0263,-119.3169,-90.0000,top
"D5","BZX585-B5V6.115","D_SOD-523",180.8143,-95.9489,0.0000,bottom
"D6","BZX585-B5V6.115","D_SOD-523",180.8143,-93.9169,0.0000,bottom
"D7","RED","LED_1206_3216Metric",148.0263,-119.3169,-90.0000,top
"D8","GREEN","LED_1206_3216Metric",158.0263,-119.3169,-90.0000,top
"D9","BLUE","LED_1206_3216Metric",153.0263,-119.3169,-90.0000,top
"D10","RED","LED_1206_3216Metric",168.0263,-78.6769,-90.0000,top
"D11","BZX585-B5V6.115","D_SOD-523",182.0843,-107.3789,-90.0000,bottom
"F2","SR010-15 100mA","Fuse_0805_2012Metric",177.3368,-94.4249,0.0000,bottom
"J1","SM08B-GHS-TB","JST_GH_SM08B-GHS-TB_1x08-1MP_P1.25mm_Horizontal",186.6563,-82.4869,-90.0000,bottom
"J2","SD_Card-FPS009-4200-0","FPS009-4200-0",189.8223,-97.6469,0.0000,top
"J3","SM06B-GHS-TB","JST_GH_SM06B-GHS-TB_1x06-1MP_P1.25mm_Horizontal",186.6563,-96.2029,-90.0000,bottom
"J7","SM03B-GHS-TB","JST_GH_SM03B-GHS-TB_1x03-1MP_P1.25mm_Horizontal",186.6563,-106.8709,-90.0000,bottom
"L1","10uH - LQH32CN100K23L","L_1210_3225Metric_Pad1.42x2.65mm_HandSolder",166.2093,-86.6779,180.0000,bottom
"L2","100uH","L_0805_2012Metric_Pad1.15x1.40mm_HandSolder",150.5883,-99.2509,-90.0000,bottom
"L3","DFE252012P-4R7M","L_0805_2012Metric_Pad1.15x1.40mm_HandSolder",181.8303,-89.3449,90.0000,bottom
"M8","BMI-S-204-F","Laird_Technologies_BMI-S-204-F_32.00x32.00mm",117.0443,-98.9969,0.0000,bottom
"Q1","2SK2394-6","SOT-23",107.4591,-86.7541,-90.0000,bottom
"Q2","BC817-25","SOT-23",146.5243,-119.8249,180.0000,bottom
"Q3","BC817-25","SOT-23",156.4303,-119.8249,180.0000,bottom
"Q4","BC817-25","SOT-23",151.6043,-119.8249,180.0000,bottom
"R1","10R","R_0603_1608Metric",127.8299,-108.6489,90.0000,bottom
"R2","470R","R_0603_1608Metric",117.0603,-101.1813,-90.0000,bottom
"R3","10R","R_0603_1608Metric",130.3699,-107.3281,-90.0000,bottom
"R4","470R","R_0603_1608Metric",124.2231,-111.8493,180.0000,bottom
"R5","470R","R_0603_1608Metric",116.1967,-109.8173,180.0000,bottom
"R6","10M","R_0603_1608Metric",105.5998,-103.0669,180.0000,bottom
"R7","10k","R_0603_1608Metric",114.1723,-93.5419,-90.0000,bottom
"R8","1k","R_0603_1608Metric",115.7903,-93.4784,90.0000,bottom
"R9","4k7","R_0603_1608Metric",113.7583,-96.7109,90.0000,bottom
"R10","1k","R_0603_1608Metric",119.0923,-96.7109,90.0000,bottom
"R11","4k7","R_0603_1608Metric",120.7687,-98.8567,90.0000,bottom
"R12","10k","R_0603_1608Metric",123.1563,-104.2969,90.0000,bottom
"R13","2k2","R_0603_1608Metric",127.2081,-93.9677,180.0000,bottom
"R14","4k7","R_0603_1608Metric",112.1223,-89.4469,-90.0000,bottom
"R15","4k7","R_0603_1608Metric",127.2203,-87.1097,0.0000,bottom
"R16","4k7","R_0603_1608Metric",117.5175,-88.7861,90.0000,bottom
"R17","100R","R_0603_1608Metric",149.5723,-92.5429,0.0000,top
"R18","100R","R_0603_1608Metric",149.5723,-94.9329,0.0000,top
"R19","4k7","R_0603_1608Metric",123.6643,-87.1097,0.0000,bottom
"R20","10k","R_0603_1608Metric",152.6203,-107.8869,180.0000,bottom
"R21","10k","R_0603_1608Metric",152.6203,-106.1089,180.0000,bottom
"R22","4k7","R_0603_1608Metric",120.0067,-87.1097,0.0000,bottom
"R23","10k","R_0603_1608Metric",144.2383,-94.1709,90.0000,bottom
"R24","100R","R_0603_1608Metric",149.5723,-103.0609,0.0000,top
"R25","100R","R_0603_1608Metric",149.5723,-107.3789,0.0000,top
"R26","4k7","R_0603_1608Metric",169.8923,-111.6969,180.0000,bottom
"R27","10k","R_0603_1608Metric",168.1143,-109.6649,180.0000,bottom
"R28","180R","R_0603_1608Metric",168.1143,-114.7449,90.0000,bottom
"R29","180R","R_0603_1608Metric",163.0343,-114.7449,90.0000,bottom
"R30","5k1","R_0603_1608Metric",178.7823,-110.1729,180.0000,bottom
"R31","5k1","R_0603_1608Metric",178.7823,-108.3949,180.0000,bottom
"R32","100R","R_0603_1608Metric",177.7663,-103.3149,0.0000,bottom
"R33","100R","R_0603_1608Metric",180.5603,-98.7429,0.0000,bottom
"R34","100R","R_0603_1608Metric",180.5603,-100.5209,0.0000,bottom
"R35","10k","R_0603_1608Metric",148.3023,-115.2529,-90.0000,bottom
"R36","82R","R_0603_1608Metric",145.7623,-116.2689,90.0000,bottom
"R37","10k","R_0603_1608Metric",158.2083,-115.2529,-90.0000,bottom
"R38","180R","R_0603_1608Metric",164.8123,-78.4229,-90.0000,bottom
"R39","100R","R_0603_1608Metric",105.2239,-106.6677,180.0000,bottom
"R40","470R","R_0603_1608Metric",129.9635,-87.1605,-90.0000,bottom
"R41","0R","R_0603_1608Metric",111.9723,-85.8969,90.0000,bottom
"R42","10k","R_0603_1608Metric",153.3823,-115.2529,-90.0000,bottom
"R43","18R","R_0603_1608Metric",155.9223,-116.2689,90.0000,bottom
"R44","51R","R_0603_1608Metric",150.8423,-116.2689,90.0000,bottom
"R45","10R","R_0603_1608Metric",150.8423,-79.9469,180.0000,bottom
"U1","OPA2314","SOIC-8_3.9x4.9mm_P1.27mm",109.0923,-96.7169,0.0000,bottom
"U2","OPA2314","SOIC-8_3.9x4.9mm_P1.27mm",127.5251,-98.0825,0.0000,bottom
"U3","ISL21080DIH312Z-TK  1V25","SOT-23",110.9643,-105.6009,90.0000,bottom
"U4","TS7211","SOT-23-5_HandSoldering",126.0011,-104.2801,-90.0000,bottom
"U5","TS5A4594","SOT-23-5_HandSoldering",120.0575,-104.3309,-90.0000,bottom
"U6","AT24CS64-SSHM","SOIC-8_3.9x4.9mm_P1.27mm",159.2243,-105.3469,180.0000,bottom
"U7","USBLC6-2SC6","SOT-23-6",177.0043,-112.7129,0.0000,bottom
"U8","TPS613222ADBV","SOT-23-5",178.5283,-87.0589,90.0000,bottom
"U9","FT231XQ","QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm",173.4483,-107.1249,180.0000,bottom
"U10","ATMEGA1284P-AU","TQFP-44_10x10mm_P0.8mm",153.3863,-88.9309,0.0000,bottom
"U11","PCF85263A","TSSOP-10_3x3mm_P0.5mm",167.0983,-94.1709,90.0000,bottom
"U12","MIC5504-3.3YM5","SOT-23-5",168.3683,-102.0449,180.0000,bottom
